Sex,Race,State,Ethnicity,Age Group,First Year,Last Year,Cause of Death,Year,Deaths,Population,Crude Rate,Age-Adjusted Rate
Females,All Races,Idaho,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,P,114356,.,.
Females,All Races,Idaho,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,P,115956,.,.
Females,All Races,Idaho,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,P,117291,.,.
Females,All Races,Idaho,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,P,119063,.,.
Females,All Races,Idaho,Both,Ages 10 to 19,1999,2016,Suicide Injury,,77,2001843,3.85,.
Males,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,52,919430,5.66,5.593699473
Males,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,51,928979,5.49,5.466417213
Males,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,65,936108,6.94,6.944292703
Males,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,54,939660,5.75,5.774777892
Males,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,42,941686,4.46,4.492467657
Males,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,44,945167,4.66,4.669092056
Males,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,43,944881,4.55,4.531821921
Males,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,44,943261,4.66,4.612605038
Males,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,50,939911,5.32,5.223394367
Males,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,54,935411,5.77,5.647534051
Males,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,52,928659,5.6,5.486253958
Males,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,57,922896,6.18,6.008509183
Males,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,60,910384,6.59,6.430096815
Males,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,50,897430,5.57,5.482567057
Males,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,43,885615,4.86,4.815200201
Males,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,58,874782,6.63,6.574161276
Males,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,70,865277,8.09,8.025943557
Males,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,55,858021,6.41,6.338609545
Males,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,,944,16517558,5.72,.
Females,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,12,867752,1.38,1.382955133
Females,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,10,875697,1.14,1.148920683
Females,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,15,881427,1.7,1.713210326
Females,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,P,886503,.,.
Females,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,P,889139,.,.
Females,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,24,892576,2.69,2.713286493
Females,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,12,892808,1.34,1.347324633
Females,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,P,891997,.,.
Females,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,20,890856,2.25,2.222545817
Females,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,14,888006,1.58,1.550324234
Females,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,15,883470,1.7,1.663484343
Females,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,20,878644,2.28,2.241259274
Females,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,15,868483,1.73,1.700004194
Females,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,14,856780,1.63,1.610293358
Females,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,25,846528,2.95,2.936646041
Females,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,15,836845,1.79,1.787801667
Females,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,27,827577,3.26,3.249383211
Females,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,22,820008,2.68,2.671418066
Females,All Races,Illinois,Both,Ages 10 to 19,1999,2016,Suicide Injury,,284,15675096,1.81,.
Males,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,41,458590,8.94,8.809998767
Males,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,44,461461,9.53,9.442252396
Males,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,35,464099,7.54,7.469875754
Males,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,39,465004,8.39,8.377542245
Males,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,25,467299,5.35,5.349381917
Males,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,33,469378,7.03,7.014076724
Males,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,33,471013,7.01,6.953882938
Males,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,36,474459,7.59,7.471206554
Males,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,36,475556,7.57,7.404570705
Males,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,40,476504,8.39,8.169952489
Males,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,40,476252,8.4,8.15836566
Males,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,38,474450,8.01,7.825056377
Males,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,39,472062,8.26,8.075954349
Males,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,45,466554,9.65,9.52441613
Males,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,39,464508,8.4,8.314075272
Males,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,40,463344,8.63,8.561600512
Males,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,38,461592,8.23,8.130434032
Males,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,45,461263,9.76,9.629944177
Males,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,,686,8423388,8.14,.
Females,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,P,435640,.,.
Females,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,P,438121,.,.
Females,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,P,440156,.,.
Females,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,P,440645,.,.
Females,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,P,442701,.,.
Females,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,13,445207,2.92,2.918733236
Females,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,P,446983,.,.
Females,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,P,449330,.,.
Females,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,P,451059,.,.
Females,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,10,453236,2.21,2.146813142
Females,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,P,453559,.,.
Females,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,P,453236,.,.
Females,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,P,449152,.,.
Females,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,14,444590,3.15,3.119024943
Females,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,14,443401,3.16,3.135866776
Females,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,12,442039,2.71,2.692233325
Females,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,16,440462,3.63,3.592497846
Females,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,12,439740,2.73,2.692017386
Females,All Races,Indiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,,159,8009257,1.99,.
Males,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,23,224808,10.23,9.869694829
Males,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,27,224361,12.03,11.63194242
Males,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,33,225026,14.66,14.24058478
Males,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,14,223038,6.28,6.116675078
Males,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,22,221809,9.92,9.781240245
Males,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,20,220851,9.06,8.85035023
Males,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,17,219045,7.76,7.50078311
Males,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,25,218089,11.46,11.05872889
Males,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,21,217027,9.68,9.315013718
Males,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,25,216570,11.54,10.96128181
Males,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,18,215491,8.35,7.996659639
Males,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,23,214587,10.72,10.27462663
Males,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,27,214606,12.58,12.23702338
Males,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,28,213261,13.13,12.86402473
Males,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,23,212921,10.8,10.53116737
Males,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,18,213434,8.43,8.195292192
Males,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,27,213602,12.64,12.3113753
Males,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,20,214211,9.34,9.124094071
Males,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,,411,3922737,10.48,.
Females,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,P,213870,.,.
Females,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,P,213376,.,.
Females,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,P,213609,.,.
Females,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,P,212158,.,.
Females,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,P,210627,.,.
Females,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,P,209631,.,.
Females,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,P,208042,.,.
Females,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,P,206967,.,.
Females,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,P,205949,.,.
Females,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,P,205059,.,.
Females,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,P,204344,.,.
Females,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,P,203174,.,.
Females,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,P,203603,.,.
Females,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,P,202219,.,.
Females,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,P,202606,.,.
Females,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,P,203154,.,.
Females,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,12,203584,5.89,5.804080334
Females,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,P,204578,.,.
Females,All Races,Iowa,Both,Ages 10 to 19,1999,2016,Suicide Injury,,91,3726550,2.44,.
Males,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,16,213293,7.5,7.426847099
Males,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,23,213605,10.77,10.59309531
Males,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,26,214957,12.1,11.76796204
Males,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,17,213752,7.95,7.774687422
Males,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,16,212522,7.53,7.401745274
Males,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,20,210995,9.48,9.262111124
Males,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,15,209778,7.15,6.938680192
Males,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,23,208712,11.02,10.6857705
Males,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,20,207763,9.63,9.364878177
Males,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,18,207148,8.69,8.431920624
Males,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,14,207484,6.75,6.640856372
Males,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,23,207518,11.08,10.89112657
Males,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,21,208159,10.09,9.935683523
Males,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,31,207038,14.97,14.84862675
Males,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,21,206228,10.18,10.12815985
Males,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,17,205721,8.26,8.219579031
Males,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,21,205538,10.22,10.14626452
Males,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,25,205127,12.19,12.09400267
Males,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,,367,3765338,9.75,.
Females,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,P,201366,.,.
Females,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,P,201648,.,.
Females,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,P,202190,.,.
Females,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,P,201342,.,.
Females,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,P,200335,.,.
Females,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,P,198397,.,.
Females,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,P,196878,.,.
Females,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,P,195849,.,.
Females,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,P,195423,.,.
Females,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,P,194753,.,.
Females,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,P,195371,.,.
Females,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,P,195187,.,.
Females,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,P,195559,.,.
Females,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,P,194987,.,.
Females,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,P,194757,.,.
Females,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,P,194793,.,.
Females,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,P,194501,.,.
Females,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,P,194512,.,.
Females,All Races,Kansas,Both,Ages 10 to 19,1999,2016,Suicide Injury,,83,3547848,2.34,.
Males,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,22,293609,7.49,7.33149145
Males,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,18,292887,6.15,6.037016256
Males,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,16,292664,5.47,5.4150226
Males,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,21,293855,7.15,7.120461771
Males,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,18,294515,6.11,6.114177039
Males,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,23,294591,7.81,7.796044799
Males,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,19,296010,6.42,6.339647477
Males,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,25,297079,8.42,8.297627435
Males,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,27,297328,9.08,8.912324388
Males,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,24,298541,8.04,7.790311447
Males,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,25,298125,8.39,8.183967973
Males,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,22,297919,7.38,7.243319975
Males,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,22,296287,7.43,7.312898827
Males,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,28,293880,9.53,9.463454196
Males,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,31,293207,10.57,10.50859605
Males,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,20,291876,6.85,6.807339423
Males,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,41,291507,14.06,13.91636565
Males,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,42,291672,14.4,14.23978509
Males,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,,444,5305552,8.37,.
Females,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,P,277989,.,.
Females,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,P,277283,.,.
Females,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,P,275566,.,.
Females,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,P,276194,.,.
Females,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,P,277440,.,.
Females,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,P,277587,.,.
Females,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,P,279482,.,.
Females,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,P,280557,.,.
Females,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,10,281110,3.56,3.481631849
Females,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,P,282944,.,.
Females,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,P,283051,.,.
Females,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,P,283028,.,.
Females,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,P,280398,.,.
Females,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,P,277502,.,.
Females,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,P,277217,.,.
Females,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,P,277013,.,.
Females,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,P,277540,.,.
Females,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,P,278132,.,.
Females,All Races,Kentucky,Both,Ages 10 to 19,1999,2016,Suicide Injury,,97,5020033,1.93,.
Males,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,35,364949,9.59,9.432468169
Males,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,27,362554,7.45,7.296968736
Males,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,29,359282,8.07,7.925145636
Males,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,26,357129,7.28,7.151292569
Males,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,23,355179,6.48,6.416906369
Males,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,32,352951,9.07,8.977488133
Males,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,35,349838,10,9.854140739
Males,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,19,321991,5.9,5.769875429
Males,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,31,323086,9.59,9.427269111
Males,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,21,323891,6.48,6.342731186
Males,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,21,323047,6.5,6.293221697
Males,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,21,322619,6.51,6.338813483
Males,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,26,318012,8.18,8.113713367
Males,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,20,314664,6.36,6.366567338
Males,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,27,312230,8.65,8.656104017
Males,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,32,310282,10.31,10.36813162
Males,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,33,309435,10.66,10.67018079
Males,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,21,309885,6.78,6.768417412
Males,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,,479,5991024,8,.
Females,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,P,354594,.,.
Females,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,P,352004,.,.
Females,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,P,347592,.,.
Females,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,P,344018,.,.
Females,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,11,341931,3.22,3.159469667
Females,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,P,339498,.,.
Females,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,10,335889,2.98,2.905576499
Females,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,P,310435,.,.
Females,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,P,311810,.,.
Females,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,P,312785,.,.
Females,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,P,311589,.,.
Females,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,P,310996,.,.
Females,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,10,305076,3.28,3.271460077
Females,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,11,301614,3.65,3.646138651
Females,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,P,299774,.,.
Females,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,P,298124,.,.
Females,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,11,297677,3.7,3.69586238
Females,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,14,297887,4.7,4.690807619
Females,All Races,Louisiana,Both,Ages 10 to 19,1999,2016,Suicide Injury,,125,5773293,2.17,.
Males,All Races,Maine,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,P,93003,.,.
Males,All Races,Maine,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,16,93574,17.1,17.20935501
Males,All Races,Maine,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,10,94753,10.55,10.55673848
Males,All Races,Maine,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,P,95373,.,.
Males,All Races,Maine,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,P,95571,.,.
Males,All Races,Maine,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,14,94959,14.74,14.33036858
Males,All Races,Maine,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,P,93647,.,.
Males,All Races,Maine,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,P,92582,.,.
Males,All Races,Maine,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,P,90813,.,.
Males,All Races,Maine,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,P,89126,.,.
Males,All Races,Maine,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,P,87648,.,.
Males,All Races,Maine,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,10,86036,11.62,11.06453784
Males,All Races,Maine,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,P,84632,.,.
Males,All Races,Maine,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,P,83139,.,.
Males,All Races,Maine,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,P,81586,.,.
Males,All Races,Maine,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,11,80514,13.66,13.00502375
Males,All Races,Maine,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,P,79691,.,.
Males,All Races,Maine,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,12,79084,15.17,14.57435807
Males,All Races,Maine,Both,Ages 10 to 19,1999,2016,Suicide Injury,,155,1595731,9.71,.
Females,All Races,Maine,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,P,88257,.,.
Females,All Races,Maine,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,P,88722,.,.
Females,All Races,Maine,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,P,89710,.,.
